pair_id,layer,validation_fold,expert_1,expert_2,oracle_kl,local_baseline_score,capability_distance,combined_score
partition_00_fold_02_12_27,0,fold_02,12,27,0.0024709676,0.00272317,0.0021817235,0.0020558236
partition_00_fold_02_12_29,0,fold_02,12,29,0.002483741,0.0038618476,0.0027954811,0.0029485617
partition_00_fold_02_12_30,0,fold_02,12,30,0.0037458253,0.0036595282,0.0041002827,0.004031614
partition_00_fold_02_12_31,0,fold_02,12,31,0.0025840374,0.0032566094,0.0028393283,0.0028491314
partition_00_fold_02_12_35,0,fold_02,12,35,0.0027563886,0.0033866046,0.0034013244,0.0033950922
partition_00_fold_02_12_38,0,fold_02,12,38,0.0024232862,0.0027836943,0.002678202,0.0023872505
partition_00_fold_02_12_40,0,fold_02,12,40,0.0030031537,0.0037828987,0.0030486567,0.0032237386
partition_00_fold_02_12_45,0,fold_02,12,45,0.0040736725,0.0035889097,0.001808531,0.0027468265
partition_00_fold_02_12_57,0,fold_02,12,57,0.0031653116,0.0027616539,0.0039806906,0.0036954838
partition_00_fold_02_12_58,0,fold_02,12,58,0.0041499417,0.0035158307,0.00425708,0.0040723644
partition_00_fold_02_12_59,0,fold_02,12,59,0.0023898652,0.0034611255,0.002113016,0.0024693168
partition_00_fold_02_12_61,0,fold_02,12,61,0.0059300764,0.0033895015,0.006202424,0.0056639477
partition_00_fold_02_13_14,0,fold_02,13,14,0.0033782574,0.0016875891,0.0031689173,0.0021864832
partition_00_fold_02_13_21,0,fold_02,13,21,0.0022048613,0.0015751951,0.0027402067,0.0021225736
partition_00_fold_02_13_23,0,fold_02,13,23,0.0018743208,0.0022808772,0.0024825386,0.0022594256
partition_00_fold_02_13_24,0,fold_02,13,24,0.002359357,0.0027007982,0.0015558756,0.0019147295
partition_00_fold_02_13_27,0,fold_02,13,27,0.0011440129,0.0012895014,0.0011616604,0.0015576101
partition_00_fold_02_13_29,0,fold_02,13,29,0.0012023994,0.0024621105,0.00037587903,0.0019272553
partition_00_fold_02_13_30,0,fold_02,13,30,0.002549638,0.0015251972,0.00200375,0.0018172141
partition_00_fold_02_13_31,0,fold_02,13,31,0.0012503724,0.0033390224,0.0014275472,0.0019179424
partition_00_fold_02_13_35,0,fold_02,13,35,0.0015591927,0.00093117467,0.00056258193,0.0015404657
partition_00_fold_02_13_38,0,fold_02,13,38,0.0010878531,0.001170111,0.0006040447,0.0015404657
partition_00_fold_02_13_40,0,fold_02,13,40,0.0017021454,0.0027004262,0.002088726,0.0018450737
partition_00_fold_02_13_45,0,fold_02,13,45,0.0028732375,0.0037284754,0.0037541029,0.0033145146
partition_00_fold_02_13_57,0,fold_02,13,57,0.0019897968,0.0018974108,0.0011895311,0.001830591
partition_00_fold_02_13_58,0,fold_02,13,58,0.002851113,0.0027046483,0.0023220642,0.0023052888
partition_00_fold_02_13_59,0,fold_02,13,59,0.0010755988,0.007332659,0.001333041,0.0025815666
partition_00_fold_02_13_61,0,fold_02,13,61,0.0046678586,0.003134741,0.00434512,0.0040059574
partition_00_fold_02_14_21,0,fold_02,14,21,0.0042417147,0.004109245,0.005210018,0.0048708795
partition_00_fold_02_14_23,0,fold_02,14,23,0.004001162,0.0032838718,0.00460563,0.0043436475
partition_00_fold_02_14_24,0,fold_02,14,24,0.004395409,0.0019883984,0.0020833905,0.0020671596
partition_00_fold_02_14_27,0,fold_02,14,27,0.0032541694,0.006802236,0.0037899963,0.0053676404
partition_00_fold_02_14_29,0,fold_02,14,29,0.0032997557,0.00345749,0.0031008557,0.0026735407
partition_00_fold_02_14_30,0,fold_02,14,30,0.0044979886,0.0057962616,0.0013107408,0.0028731981
partition_00_fold_02_14_31,0,fold_02,14,31,0.0033845606,0.0041047693,0.0041687307,0.0038243143
partition_00_fold_02_14_35,0,fold_02,14,35,0.0036213633,0.0026932834,0.0027515006,0.0025528967
partition_00_fold_02_14_38,0,fold_02,14,38,0.003244649,0.0016888521,0.003499424,0.0025876032
partition_00_fold_02_14_40,0,fold_02,14,40,0.003740564,0.0017356182,0.0046381964,0.0038871793
partition_00_fold_02_14_45,0,fold_02,14,45,0.0050722123,0.005375309,0.005182478,0.004952508
partition_00_fold_02_14_57,0,fold_02,14,57,0.00406477,0.002372388,0.0038020995,0.0034870133
partition_00_fold_02_14_58,0,fold_02,14,58,0.005153591,0.0034276883,0.0012745447,0.0027241465
partition_00_fold_02_14_59,0,fold_02,14,59,0.0031738258,0.0034376886,0.0037110653,0.0035978223
partition_00_fold_02_14_61,0,fold_02,14,61,0.006968713,0.002894001,0.0018912145,0.0022429621
partition_00_fold_02_21_23,0,fold_02,21,23,0.0027566364,0.0045894156,0.00081326714,0.0022763035
partition_00_fold_02_21_24,0,fold_02,21,24,0.003197587,0.0025875736,0.00421683,0.0041207173
partition_00_fold_02_21_27,0,fold_02,21,27,0.0020598765,0.0011055435,0.0020146465,0.0016488148
partition_00_fold_02_21_29,0,fold_02,21,29,0.0020839164,0.002387131,0.0026413964,0.0022594256
partition_00_fold_02_21_30,0,fold_02,21,30,0.0032856085,0.0035766347,0.0042299614,0.0039899666
partition_00_fold_02_21_31,0,fold_02,21,31,0.002185149,0.0012761452,0.0013553755,0.0016653597
partition_00_fold_02_21_35,0,fold_02,21,35,0.0022817852,0.0029688098,0.002955539,0.0023936944
partition_00_fold_02_21_38,0,fold_02,21,38,0.0020014287,0.0013779801,0.0024326355,0.0019453217
partition_00_fold_02_21_40,0,fold_02,21,40,0.0026347665,0.0013462033,0.00065614964,0.0016372903
partition_00_fold_02_21_45,0,fold_02,21,45,0.0037789785,0.008361966,0.0028227335,0.005690592
partition_00_fold_02_21_57,0,fold_02,21,57,0.0028029587,0.0025015455,0.00347901,0.0031512752
partition_00_fold_02_21_58,0,fold_02,21,58,0.0037759787,0.0049394853,0.0048013628,0.004393515
partition_00_fold_02_21_59,0,fold_02,21,59,0.001962923,0.002224016,0.0018608272,0.002091443
partition_00_fold_02_21_61,0,fold_02,21,61,0.005896114,0.002799465,0.0067080115,0.006608217
partition_00_fold_02_23_24,0,fold_02,23,24,0.002834765,0.008384641,0.0038145375,0.005564842
partition_00_fold_02_23_27,0,fold_02,23,27,0.0017092695,0.021317972,0.0016733542,0.0059850514
partition_00_fold_02_23_29,0,fold_02,23,29,0.00174288,0.003311803,0.0022999,0.0022915846
partition_00_fold_02_23_30,0,fold_02,23,30,0.0031041035,0.0027035694,0.0037496286,0.003422805
partition_00_fold_02_23_31,0,fold_02,23,31,0.0018234658,0.0024882853,0.0012611098,0.0018146989
partition_00_fold_02_23_35,0,fold_02,23,35,0.0020618092,0.0027697193,0.0026413682,0.0026852966
partition_00_fold_02_23_38,0,fold_02,23,38,0.001645932,0.0034744206,0.0021715206,0.0025407618
partition_00_fold_02_23_40,0,fold_02,23,40,0.0022796502,0.002167536,0.00077483314,0.001848738
partition_00_fold_02_23_45,0,fold_02,23,45,0.003374078,0.016546587,0.002358901,0.0049536633
partition_00_fold_02_23_57,0,fold_02,23,57,0.0025374973,0.0029399137,0.0034353551,0.0033825943
partition_00_fold_02_23_58,0,fold_02,23,58,0.0034047794,0.0057518827,0.0043131025,0.0040993853
partition_00_fold_02_23_59,0,fold_02,23,59,0.0016229808,0.0068083336,0.0014023483,0.0031709294
partition_00_fold_02_23_61,0,fold_02,23,61,0.005090736,0.004710385,0.0062171235,0.0063564633
partition_00_fold_02_24_27,0,fold_02,24,27,0.0021598153,0.0042584604,0.0024684444,0.0023954439
partition_00_fold_02_24_29,0,fold_02,24,29,0.0022027593,0.00294154,0.0016240067,0.002033512
partition_00_fold_02_24_30,0,fold_02,24,30,0.0035252552,0.002698387,0.0011841889,0.0022164911
partition_00_fold_02_24_31,0,fold_02,24,31,0.002333998,0.0028433753,0.002931541,0.0026028124
partition_00_fold_02_24_35,0,fold_02,24,35,0.0025567447,0.0032026963,0.0013679232,0.0024034076
partition_00_fold_02_24_38,0,fold_02,24,38,0.0021165996,0.0015209548,0.001970818,0.0015645693
partition_00_fold_02_24_40,0,fold_02,24,40,0.0027675207,0.002469664,0.0035678355,0.003036306
partition_00_fold_02_24_45,0,fold_02,24,45,0.003801459,0.004670274,0.0046875575,0.004278236
partition_00_fold_02_24_57,0,fold_02,24,57,0.0028978153,0.0023396553,0.0018483383,0.0018160557
partition_00_fold_02_24_58,0,fold_02,24,58,0.003885093,0.0067598494,0.0009194167,0.002796711
partition_00_fold_02_24_59,0,fold_02,24,59,0.0021081623,0.007168889,0.0025866367,0.003346205
partition_00_fold_02_24_61,0,fold_02,24,61,0.005813919,0.00295874,0.0029738501,0.0028242506
partition_00_fold_02_27_29,0,fold_02,27,29,0.001050526,0.0009031392,0.000903294,0.0016533402
partition_00_fold_02_27_30,0,fold_02,27,30,0.0024514396,0.00097060105,0.0028107814,0.0020897312
partition_00_fold_02_27_31,0,fold_02,27,31,0.0011363862,0.0013836898,0.0008791575,0.0015792605
partition_00_fold_02_27_35,0,fold_02,27,35,0.0014158307,0.0014822828,0.0015270677,0.0015404657
partition_00_fold_02_27_38,0,fold_02,27,38,0.0008891254,0.0010597317,0.00065577694,0.0015404657
partition_00_fold_02_27_40,0,fold_02,27,40,0.0015676983,0.0012392416,0.0014619598,0.0015404657
partition_00_fold_02_27_45,0,fold_02,27,45,0.0026798495,0.0024020027,0.0027149275,0.002052822
partition_00_fold_02_27_57,0,fold_02,27,57,0.0018675097,0.0013346745,0.0020668518,0.0016430576
partition_00_fold_02_27_58,0,fold_02,27,58,0.0026746956,0.0050457357,0.0031634977,0.0027628478
partition_00_fold_02_27_59,0,fold_02,27,59,0.00091288175,0.0040715835,0.0003690388,0.0019658841
partition_00_fold_02_27_61,0,fold_02,27,61,0.0044030505,0.0021334323,0.0052275895,0.004866652
partition_00_fold_02_29_30,0,fold_02,29,30,0.00239255,0.0032088112,0.0020096544,0.001959351
partition_00_fold_02_29_31,0,fold_02,29,31,0.0011905598,0.001631198,0.0013342774,0.0017901927
partition_00_fold_02_29_35,0,fold_02,29,35,0.0014145109,0.0031146745,0.000686118,0.0019106794
partition_00_fold_02_29_38,0,fold_02,29,38,0.0009475225,0.0014196846,0.00042898895,0.0015404657
partition_00_fold_02_29_40,0,fold_02,29,40,0.0016285222,0.002264923,0.0020026898,0.002029385
partition_00_fold_02_29_45,0,fold_02,29,45,0.0027123827,0.0028452007,0.0034171687,0.0030842165
partition_00_fold_02_29_57,0,fold_02,29,57,0.0018769387,0.0027423585,0.0014860996,0.0018628618
partition_00_fold_02_29_58,0,fold_02,29,58,0.002747001,0.0030965384,0.002347487,0.0023477394
partition_00_fold_02_29_59,0,fold_02,29,59,0.0009417845,0.0035158885,0.00104689,0.0018905351
partition_00_fold_02_29_61,0,fold_02,29,61,0.0044288416,0.0029688727,0.0043968153,0.0041666403
partition_00_fold_02_30_31,0,fold_02,30,31,0.0024953317,0.0018395227,0.0030817946,0.0024273302
partition_00_fold_02_30_35,0,fold_02,30,35,0.0026186188,0.0035454794,0.0015249341,0.0020743515
partition_00_fold_02_30_38,0,fold_02,30,38,0.0023428325,0.0024936423,0.0024014532,0.0022677223
partition_00_fold_02_30_40,0,fold_02,30,40,0.0030346988,0.0029782795,0.0036167114,0.0031208284
partition_00_fold_02_30_45,0,fold_02,30,45,0.004105215,0.0044402825,0.004645446,0.0049424022
partition_00_fold_02_30_57,0,fold_02,30,57,0.003167416,0.002840173,0.0025847808,0.0025138843
partition_00_fold_02_30_58,0,fold_02,30,58,0.004012395,0.0041283066,0.00091422006,0.0026822183
partition_00_fold_02_30_59,0,fold_02,30,59,0.0023582475,0.0029710247,0.0027832675,0.002520262
partition_00_fold_02_30_61,0,fold_02,30,61,0.005863299,0.002874072,0.002485987,0.0026614708
partition_00_fold_02_31_35,0,fold_02,31,35,0.0015897414,0.0015787701,0.0016848949,0.0015912799
partition_00_fold_02_31_38,0,fold_02,31,38,0.0010683084,0.001611378,0.0011027193,0.0016467196
partition_00_fold_02_31_40,0,fold_02,31,40,0.0016682873,0.002553914,0.0007417689,0.0016824545
partition_00_fold_02_31_45,0,fold_02,31,45,0.0028964381,0.0058632926,0.0029032768,0.0028670465
partition_00_fold_02_31_57,0,fold_02,31,57,0.001980384,0.0016116698,0.0022115577,0.001871123
partition_00_fold_02_31_58,0,fold_02,31,58,0.0028263319,0.0026845362,0.003595398,0.0031221109
partition_00_fold_02_31_59,0,fold_02,31,59,0.0010840299,0.007197115,0.0008514035,0.0025644223
partition_00_fold_02_31_61,0,fold_02,31,61,0.0045497464,0.0032167793,0.0055503775,0.005408167
partition_00_fold_02_35_38,0,fold_02,35,38,0.0013474181,0.0014208121,0.0010152474,0.0015404657
partition_00_fold_02_35_40,0,fold_02,35,40,0.0019808186,0.0016589214,0.0023065712,0.0020487017
partition_00_fold_02_35_45,0,fold_02,35,45,0.003147495,0.0036199903,0.003888119,0.0038823301
partition_00_fold_02_35_57,0,fold_02,35,57,0.0021979217,0.0021464238,0.0014331648,0.0020084325
partition_00_fold_02_35_58,0,fold_02,35,58,0.0030524419,0.0035114714,0.0019990446,0.002725862
partition_00_fold_02_35_59,0,fold_02,35,59,0.0013346764,0.0028461982,0.0015937744,0.002085289
partition_00_fold_02_35_61,0,fold_02,35,61,0.0049672513,0.0023187555,0.003914966,0.0036282854
partition_00_fold_02_38_40,0,fold_02,38,40,0.0015051358,0.00090412534,0.001816423,0.0015404657
partition_00_fold_02_38_45,0,fold_02,38,45,0.002691364,0.0015812966,0.0032400037,0.0024434214
partition_00_fold_02_38_57,0,fold_02,38,57,0.0018169321,0.0017066884,0.0014605288,0.0015524853
partition_00_fold_02_38_58,0,fold_02,38,58,0.002682991,0.0027863383,0.0027388544,0.0023871274
partition_00_fold_02_38_59,0,fold_02,38,59,0.00083146855,0.0024602413,0.00090599526,0.0018022121
partition_00_fold_02_38_61,0,fold_02,38,61,0.0044434145,0.0018998798,0.0047721607,0.003814117
partition_00_fold_02_40_45,0,fold_02,40,45,0.003362354,0.0026762304,0.0028763898,0.0028675392
partition_00_fold_02_40_57,0,fold_02,40,57,0.0024126577,0.0019725903,0.00287217,0.0025731274
partition_00_fold_02_40_58,0,fold_02,40,58,0.0032738561,0.0029551198,0.004168061,0.0038411203
partition_00_fold_02_40_59,0,fold_02,40,59,0.0015127432,0.007801227,0.0013257678,0.0029460494
partition_00_fold_02_40_61,0,fold_02,40,61,0.0049865223,0.0021638768,0.0060952785,0.0052790972
partition_00_fold_02_45_57,0,fold_02,45,57,0.0035722149,0.0023138325,0.0046344562,0.004032097
partition_00_fold_02_45_58,0,fold_02,45,58,0.0044733444,0.0038549416,0.0051116636,0.0048580514
partition_00_fold_02_45_59,0,fold_02,45,59,0.002644731,0.0031131327,0.002508986,0.0023105966
partition_00_fold_02_45_61,0,fold_02,45,61,0.0061897654,0.00347594,0.0068701473,0.006097357
partition_00_fold_02_57_58,0,fold_02,57,58,0.0035387313,0.0033085328,0.0027163343,0.0030264163
partition_00_fold_02_57_59,0,fold_02,57,59,0.0018225631,0.014253262,0.0023451177,0.004645461
partition_00_fold_02_57_61,0,fold_02,57,61,0.005257833,0.0031655568,0.004523476,0.0042948835
partition_00_fold_02_58_59,0,fold_02,58,59,0.002645348,0.002682579,0.003201102,0.0028181546
partition_00_fold_02_58_61,0,fold_02,58,61,0.006615299,0.0034253749,0.002173564,0.0028528303
partition_00_fold_02_59_61,0,fold_02,59,61,0.0046216,0.0027090395,0.0052304505,0.00513351
partition_00_fold_01_0_1,0,fold_01,0,1,0.0018130203,0.0030860088,0.0006361925,0.0022625187
partition_00_fold_01_0_2,0,fold_01,0,2,0.002266715,0.0022346375,0.0002527017,0.001891889
partition_00_fold_01_0_7,0,fold_01,0,7,0.0013925312,0.0020142745,0.0014613791,0.001891889
partition_00_fold_01_0_10,0,fold_01,0,10,0.002281441,0.0030992758,0.00016906734,0.0023403938
partition_00_fold_01_0_16,0,fold_01,0,16,0.001791431,0.0027630604,0.0008947693,0.0021813537
partition_00_fold_01_0_18,0,fold_01,0,18,0.00551277,0.0028182005,0.006547003,0.003526244
partition_00_fold_01_0_22,0,fold_01,0,22,0.03307231,0.002148467,0.03693461,0.0034638818
partition_00_fold_01_0_25,0,fold_01,0,25,0.0016842096,0.0029119595,0.00071422016,0.0022223052
partition_00_fold_01_0_37,0,fold_01,0,37,0.003664973,0.0033729398,0.004403915,0.003850445
partition_00_fold_01_0_41,0,fold_01,0,41,0.0021983765,0.0022673758,0.0001393653,0.001891889
partition_00_fold_01_0_42,0,fold_01,0,42,0.001569954,0.0020960122,0.0009679848,0.001891889
partition_00_fold_01_0_43,0,fold_01,0,43,0.0015291914,0.0020184026,0.0014031867,0.001891889
partition_00_fold_01_0_47,0,fold_01,0,47,0.0016260695,0.0020184026,0.0009793491,0.001891889
partition_00_fold_01_0_49,0,fold_01,0,49,0.0022700515,0.0028376211,0.00024682298,0.0021742214
partition_00_fold_01_0_51,0,fold_01,0,51,0.0018719191,0.0032471046,0.0005621956,0.0023293209
partition_00_fold_01_0_54,0,fold_01,0,54,0.0016411511,0.0021385993,0.0009545339,0.001891889
partition_00_fold_01_0_55,0,fold_01,0,55,0.0025123353,0.0028028581,0.00048037103,0.0024312465
partition_00_fold_01_0_56,0,fold_01,0,56,0.002641307,0.0031940176,0.0015589119,0.0022935593
partition_00_fold_01_0_62,0,fold_01,0,62,0.0018292617,0.0031885381,0.0005584402,0.0022935593
partition_00_fold_01_0_63,0,fold_01,0,63,0.0025442238,0.0028028581,0.0032281643,0.0030210994
partition_00_fold_01_1_2,0,fold_01,1,2,0.0019716308,0.0023976178,0.0008694216,0.0019530453
partition_00_fold_01_1_7,0,fold_01,1,7,0.0010197228,0.0020378632,0.00096266455,0.001891889
partition_00_fold_01_1_10,0,fold_01,1,10,0.0018571169,0.0020500997,0.0007590318,0.001891889
partition_00_fold_01_1_16,0,fold_01,1,16,0.0014047525,0.0020517595,0.0002800111,0.001891889
partition_00_fold_01_1_18,0,fold_01,1,18,0.0050268034,0.0028064605,0.0060601495,0.003526244
partition_00_fold_01_1_22,0,fold_01,1,22,0.02797434,0.0020716016,0.036883824,0.003414349
partition_00_fold_01_1_25,0,fold_01,1,25,0.0013713677,0.0022049341,0.00020702364,0.0019197649
partition_00_fold_01_1_37,0,fold_01,1,37,0.0032720321,0.0032911757,0.0038795325,0.0038374092
partition_00_fold_01_1_41,0,fold_01,1,41,0.0018599817,0.002018303,0.00065860373,0.001891889
partition_00_fold_01_1_42,0,fold_01,1,42,0.0012384318,0.0020142745,0.00038320717,0.001891889
partition_00_fold_01_1_43,0,fold_01,1,43,0.0011808461,0.0020142745,0.0010312328,0.001891889
partition_00_fold_01_1_47,0,fold_01,1,47,0.0012992688,0.0020142745,0.00038013727,0.001891889
partition_00_fold_01_1_49,0,fold_01,1,49,0.0019603248,0.002177502,0.00073577615,0.001891889
partition_00_fold_01_1_51,0,fold_01,1,51,0.0015062989,0.002681473,9.032287e-05,0.0021273966
partition_00_fold_01_1_54,0,fold_01,1,54,0.001299691,0.0020142745,0.000348806,0.001891889
partition_00_fold_01_1_55,0,fold_01,1,55,0.0021523223,0.0029117204,0.0010909818,0.0023775934
partition_00_fold_01_1_56,0,fold_01,1,56,0.0023218594,0.0033674603,0.001911596,0.0025502802
partition_00_fold_01_1_62,0,fold_01,1,62,0.0014705197,0.0028068703,0.00011763984,0.0021813537
partition_00_fold_01_1_63,0,fold_01,1,63,0.002209868,0.002894794,0.0027066467,0.0027765548
partition_00_fold_01_2_7,0,fold_01,2,7,0.0015327398,0.0020576057,0.001672091,0.001891889
partition_00_fold_01_2_10,0,fold_01,2,10,0.0024068279,0.0031576161,0.00014383686,0.0022935593
partition_00_fold_01_2_16,0,fold_01,2,16,0.0019164081,0.0021778024,0.0011230836,0.001891889
partition_00_fold_01_2_18,0,fold_01,2,18,0.0057460535,0.00279942,0.006759744,0.003526244
partition_00_fold_01_2_22,0,fold_01,2,22,0.038514633,0.0020716016,0.036882572,0.003414349
partition_00_fold_01_2_25,0,fold_01,2,25,0.0018667947,0.0022489906,0.00095718366,0.001891889
partition_00_fold_01_2_37,0,fold_01,2,37,0.0038538624,0.0033014894,0.0046291198,0.003850445
partition_00_fold_01_2_41,0,fold_01,2,41,0.0023855695,0.0020322988,0.000282158,0.001891889
partition_00_fold_01_2_42,0,fold_01,2,42,0.0017415942,0.0020142745,0.0011952787,0.001891889
partition_00_fold_01_2_43,0,fold_01,2,43,0.0016581924,0.0020184026,0.0016022186,0.001891889
partition_00_fold_01_2_47,0,fold_01,2,47,0.0017635688,0.0020282704,0.0012101867,0.001891889
partition_00_fold_01_2_49,0,fold_01,2,49,0.0024546308,0.002276209,0.0002876049,0.001891889
partition_00_fold_01_2_51,0,fold_01,2,51,0.0020493444,0.003074366,0.00080099085,0.0022295588
partition_00_fold_01_2_54,0,fold_01,2,54,0.0017973474,0.0020337352,0.0011809635,0.001891889
partition_00_fold_01_2_55,0,fold_01,2,55,0.0026867918,0.0031641917,0.00029623747,0.0024554587
partition_00_fold_01_2_56,0,fold_01,2,56,0.0027523106,0.0032077716,0.0014353574,0.0022935593
partition_00_fold_01_2_62,0,fold_01,2,62,0.0019525406,0.0028068703,0.0007913876,0.0021813537
partition_00_fold_01_2_63,0,fold_01,2,63,0.0027222724,0.0033729398,0.0034684378,0.003584286
